Proposition_ID,Proposition,Perm,Letter,Success_rate_0.0,Success_rate_0.05,Success_rate_0.1,Success_rate_0.15,Success_rate_0.2,Success_rate_0.25,Success_rate_0.3,Success_rate_0.35,Success_rate_0.4,Success_rate_0.45,Success_rate_0.5,Success_rate_0.55,Success_rate_0.6,Success_rate_0.65,Success_rate_0.7,Success_rate_0.75,Success_rate_0.8,Success_rate_0.85,Success_rate_0.9,Success_rate_0.95,Success_rate_1.0
1902,We should legalize ivory trade,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1902,We should legalize ivory trade,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,1.0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.97,0.96,0.0
1902,We should legalize ivory trade,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,0.99,0.48,0.46,0.42,0.39,0.37,0.37,0.34,0.34,0.32,0.3,0.3,0.3,0.3,0.3,0.29,0.28,0.26,0.26,0.25,0.0
1902,We should legalize ivory trade,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1902,We should legalize ivory trade,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2108,Surrogacy should be banned,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,1.0,0.99,0.95,0.93,0.89,0.81,0.73,0.71,0.66,0.61,0.57,0.52,0.47,0.42,0.37,0.31,0.27,0.21,0.1,0.04,0.0
2108,Surrogacy should be banned,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,1.0,0.88,0.81,0.74,0.71,0.67,0.62,0.59,0.55,0.51,0.46,0.45,0.42,0.39,0.38,0.33,0.27,0.22,0.16,0.1,0.0
2108,Surrogacy should be banned,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,1.0,0.5,0.42,0.37,0.35,0.31,0.25,0.22,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.16,0.16,0.15,0.0
2108,Surrogacy should be banned,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,1.0,0.8,0.64,0.52,0.44,0.4,0.35,0.28,0.25,0.23,0.17,0.16,0.14,0.13,0.12,0.11,0.08,0.07,0.04,0.01,0.0
2108,Surrogacy should be banned,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,1.0,0.51,0.34,0.22,0.18,0.13,0.1,0.07,0.07,0.07,0.07,0.06,0.05,0.04,0.03,0.03,0.02,0.01,0.0,0.0,0.0
2110,We should lower the age of consent,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,1.0,0.99,0.94,0.82,0.69,0.59,0.5,0.43,0.35,0.3,0.2,0.16,0.14,0.09,0.08,0.05,0.03,0.0,0.0,0.0,0.0
2110,We should lower the age of consent,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,1.0,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.27,0.0
2110,We should lower the age of consent,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,0.98,0.19,0.17,0.14,0.14,0.14,0.12,0.11,0.11,0.1,0.1,0.1,0.08,0.08,0.07,0.07,0.07,0.06,0.05,0.05,0.0
2110,We should lower the age of consent,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110,We should lower the age of consent,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2125,We should ban organic food,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,0.75,0.04,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2125,We should ban organic food,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,1.0,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2125,We should ban organic food,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,1.0,0.54,0.52,0.49,0.49,0.43,0.42,0.39,0.39,0.37,0.36,0.35,0.33,0.32,0.29,0.28,0.24,0.24,0.24,0.22,0.0
2125,We should ban organic food,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,1.0,0.79,0.71,0.65,0.55,0.48,0.45,0.4,0.35,0.29,0.27,0.21,0.2,0.19,0.15,0.12,0.09,0.05,0.04,0.02,0.0
2125,We should ban organic food,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,1.0,1.0,0.99,0.99,0.99,0.98,0.95,0.94,0.93,0.9,0.88,0.87,0.86,0.82,0.79,0.74,0.71,0.63,0.55,0.48,0.0
2143,We should ban abortions,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,1.0,1.0,1.0,1.0,1.0,0.99,0.99,0.99,0.97,0.97,0.96,0.95,0.94,0.92,0.91,0.88,0.82,0.72,0.47,0.15,0.0
2143,We should ban abortions,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,1.0,0.65,0.53,0.46,0.43,0.39,0.36,0.32,0.3,0.27,0.23,0.22,0.21,0.17,0.15,0.13,0.1,0.07,0.04,0.03,0.0
2143,We should ban abortions,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,1.0,0.63,0.59,0.55,0.54,0.52,0.52,0.52,0.52,0.52,0.5,0.46,0.45,0.45,0.44,0.43,0.42,0.4,0.36,0.32,0.0
2143,We should ban abortions,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,1.0,0.03,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2143,We should ban abortions,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.0
2401,We should increase fuel tax,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,1.0,0.92,0.79,0.73,0.62,0.53,0.45,0.38,0.25,0.2,0.14,0.1,0.09,0.06,0.04,0.03,0.02,0.02,0.01,0.0,0.0
2401,We should increase fuel tax,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.99,0.97,0.95,0.94,0.92,0.9,0.85,0.71,0.6,0.41,0.0
2401,We should increase fuel tax,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,1.0,0.79,0.74,0.7,0.66,0.63,0.59,0.58,0.57,0.56,0.55,0.51,0.49,0.47,0.46,0.41,0.4,0.36,0.33,0.32,0.0
2401,We should increase fuel tax,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,1.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2401,We should increase fuel tax,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93,0.0
2449,Organ donation should be mandatory,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,1.0,1.0,1.0,1.0,0.99,0.99,0.99,0.99,0.94,0.91,0.86,0.77,0.7,0.62,0.5,0.27,0.2,0.07,0.0,0.0,0.0
2449,Organ donation should be mandatory,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,1.0,0.83,0.79,0.78,0.78,0.78,0.76,0.76,0.73,0.69,0.68,0.64,0.62,0.59,0.56,0.5,0.41,0.33,0.26,0.25,0.0
2449,Organ donation should be mandatory,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,1.0,0.39,0.38,0.36,0.36,0.36,0.36,0.36,0.35,0.34,0.32,0.32,0.32,0.31,0.29,0.27,0.27,0.26,0.23,0.15,0.0
2449,Organ donation should be mandatory,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,1.0,0.81,0.68,0.6,0.57,0.54,0.54,0.52,0.48,0.46,0.44,0.43,0.41,0.4,0.37,0.36,0.32,0.29,0.19,0.12,0.0
2449,Organ donation should be mandatory,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,1.0,1.0,0.99,0.99,0.99,0.98,0.98,0.96,0.96,0.96,0.95,0.95,0.94,0.93,0.9,0.88,0.85,0.79,0.71,0.59,0.0
2458,We should abolish the needle exchange programs,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,1.0,0.14,0.07,0.06,0.06,0.04,0.04,0.04,0.03,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2458,We should abolish the needle exchange programs,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,1.0,0.22,0.16,0.14,0.12,0.11,0.11,0.1,0.07,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.0
2458,We should abolish the needle exchange programs,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,0.94,0.61,0.56,0.46,0.41,0.41,0.36,0.31,0.29,0.29,0.29,0.27,0.25,0.25,0.25,0.24,0.24,0.23,0.22,0.22,0.0
2458,We should abolish the needle exchange programs,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2458,We should abolish the needle exchange programs,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,1.0,1.0,1.0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.97,0.97,0.96,0.94,0.92,0.85,0.0
2465,We should further exploit small modular reactors,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,1.0,1.0,1.0,1.0,0.99,0.98,0.98,0.97,0.95,0.94,0.93,0.88,0.87,0.86,0.81,0.73,0.61,0.53,0.41,0.17,0.0
2465,We should further exploit small modular reactors,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,1.0,0.99,0.89,0.84,0.78,0.69,0.62,0.52,0.45,0.43,0.39,0.35,0.29,0.27,0.25,0.22,0.2,0.12,0.07,0.03,0.0
2465,We should further exploit small modular reactors,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,1.0,0.98,0.98,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.95,0.95,0.93,0.92,0.9,0.86,0.64,0.0
2465,We should further exploit small modular reactors,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,1.0,0.25,0.13,0.12,0.08,0.06,0.03,0.02,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2465,We should further exploit small modular reactors,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,1.0,1.0,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.97,0.97,0.95,0.93,0.91,0.0
2480,We should ban racial profiling,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2480,We should ban racial profiling,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,1.0,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0
2480,We should ban racial profiling,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,1.0,0.35,0.18,0.12,0.12,0.1,0.1,0.09,0.09,0.08,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.0
2480,We should ban racial profiling,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,1.0,0.97,0.91,0.85,0.78,0.74,0.7,0.64,0.61,0.56,0.5,0.43,0.37,0.31,0.25,0.22,0.13,0.06,0.03,0.0,0.0
2480,We should ban racial profiling,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,1.0,0.58,0.56,0.54,0.53,0.49,0.49,0.48,0.47,0.45,0.41,0.38,0.35,0.31,0.28,0.24,0.21,0.17,0.14,0.06,0.0
2486,We should abolish the US Electoral College,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2486,We should abolish the US Electoral College,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,1.0,0.84,0.84,0.83,0.81,0.81,0.81,0.81,0.81,0.8,0.78,0.76,0.76,0.75,0.74,0.73,0.71,0.7,0.67,0.58,0.0
2486,We should abolish the US Electoral College,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,1.0,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0
2486,We should abolish the US Electoral College,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,1.0,0.21,0.06,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2486,We should abolish the US Electoral College,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2489,We should abolish no-knock warrants,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2489,We should abolish no-knock warrants,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,1.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2489,We should abolish no-knock warrants,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,1.0,0.26,0.2,0.17,0.16,0.13,0.12,0.12,0.09,0.08,0.08,0.08,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0
2489,We should abolish no-knock warrants,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,1.0,0.74,0.54,0.43,0.31,0.23,0.18,0.18,0.14,0.08,0.06,0.03,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
2489,We should abolish no-knock warrants,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,1.0,0.1,0.08,0.07,0.05,0.05,0.05,0.03,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2496,We should adopt a zero tolerance policy in schools,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,1.0,1.0,1.0,0.99,0.98,0.94,0.91,0.89,0.86,0.82,0.77,0.75,0.74,0.67,0.55,0.44,0.32,0.26,0.14,0.05,0.0
2496,We should adopt a zero tolerance policy in schools,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.99,0.99,0.99,0.96,0.96,0.95,0.91,0.89,0.78,0.53,0.0
2496,We should adopt a zero tolerance policy in schools,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,1.0,0.04,0.04,0.04,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2496,We should adopt a zero tolerance policy in schools,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,1.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2496,We should adopt a zero tolerance policy in schools,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.98,0.98,0.98,0.98,0.97,0.96,0.0
2539,We should ban genetically modified crops,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,1.0,0.99,0.99,0.98,0.94,0.93,0.92,0.9,0.88,0.85,0.79,0.75,0.7,0.61,0.52,0.44,0.35,0.18,0.07,0.02,0.0
2539,We should ban genetically modified crops,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,1.0,0.67,0.61,0.54,0.48,0.46,0.46,0.45,0.43,0.42,0.4,0.39,0.35,0.34,0.3,0.27,0.25,0.22,0.18,0.11,0.0
2539,We should ban genetically modified crops,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,1.0,0.85,0.84,0.8,0.79,0.78,0.78,0.78,0.78,0.77,0.77,0.77,0.77,0.76,0.75,0.75,0.75,0.75,0.69,0.65,0.0
2539,We should ban genetically modified crops,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,1.0,0.89,0.86,0.82,0.76,0.67,0.63,0.58,0.56,0.52,0.48,0.41,0.36,0.35,0.26,0.22,0.19,0.15,0.11,0.07,0.0
2539,We should ban genetically modified crops,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,1.0,0.96,0.93,0.92,0.87,0.84,0.78,0.77,0.75,0.71,0.68,0.62,0.62,0.6,0.57,0.54,0.47,0.43,0.36,0.22,0.0
2572,We should ban algorithmic trading,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.98,0.98,0.98,0.91,0.86,0.81,0.77,0.7,0.58,0.47,0.34,0.15,0.07,0.0
2572,We should ban algorithmic trading,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,1.0,0.99,0.97,0.96,0.95,0.94,0.92,0.9,0.88,0.86,0.83,0.79,0.74,0.69,0.66,0.61,0.59,0.56,0.47,0.4,0.0
2572,We should ban algorithmic trading,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,1.0,0.64,0.63,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.59,0.59,0.59,0.58,0.58,0.57,0.0
2572,We should ban algorithmic trading,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,1.0,0.99,0.92,0.9,0.82,0.78,0.71,0.69,0.64,0.6,0.53,0.48,0.43,0.39,0.34,0.31,0.29,0.21,0.11,0.07,0.0
2572,We should ban algorithmic trading,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,1.0,0.43,0.21,0.14,0.12,0.09,0.07,0.04,0.03,0.03,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2604,The right to Internet access should be protected,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.99,0.98,0.9,0.0
2604,The right to Internet access should be protected,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,1.0,0.54,0.34,0.27,0.21,0.19,0.19,0.17,0.16,0.16,0.16,0.16,0.15,0.14,0.12,0.11,0.11,0.1,0.08,0.07,0.0
2604,The right to Internet access should be protected,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,0.95,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.15,0.13,0.0
2604,The right to Internet access should be protected,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",D,1.0,0.97,0.87,0.84,0.82,0.77,0.74,0.73,0.7,0.69,0.67,0.65,0.64,0.61,0.57,0.55,0.52,0.46,0.34,0.21,0.0
2604,The right to Internet access should be protected,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",E,1.0,1.0,1.0,0.99,0.98,0.98,0.98,0.96,0.94,0.91,0.91,0.91,0.91,0.9,0.89,0.85,0.83,0.78,0.77,0.61,0.0
2615,We should ban homeopathy,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",A,1.0,1.0,1.0,0.97,0.97,0.96,0.92,0.92,0.91,0.82,0.77,0.72,0.69,0.65,0.59,0.5,0.37,0.26,0.17,0.02,0.0
2615,We should ban homeopathy,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",B,1.0,0.86,0.65,0.54,0.43,0.37,0.34,0.34,0.25,0.2,0.18,0.16,0.14,0.1,0.09,0.08,0.06,0.05,0.03,0.02,0.0
2615,We should ban homeopathy,"[['A', 'B', 'C', 'D', 'E'], ['A', 'B', 'C', 'D', 'E']]",C,1.0,0.7,0.66,0.64,0.61,0.61,0.61,0.6,0.59,0.58,0.57,0.57,0.57,0.54,0.53,0.53,0.51,0.51,0.47,0.43,0.0
